user_id,business_id,text,date,compliment_count
kfiBpwAZFxAo_RcrBmQjbA,UNtta3w643ZWsJ7JDxhC9g,Taking the free shuttle to the cards game!!!,2010-06-02 23:56:31,0
YnlCpuaBa3qWBp4te8pGmA,XIKYdKWq72zUYsq8NBxcCQ,The honey glazed salmon is amazing!,2018-01-14 15:00:01,0
Pqf7MYeNsSnC8aSOgg-Oxw,jSr8KHVtQWgC_S_xNyrG5w,The real fruit juices and smoothies are the best,2017-06-30 02:38:47,0
xEM8BRJ4wm_s47Y0nL51MA,xv_U__GI9gmzKIHT_TANnw,"Best General Tso around. Also, try the grilled sweet pork, ask for extra sauce.",2011-07-30 22:54:31,0
IE0f4Mt6rfEw26pn598doA,aPD0HkuA7MXNhZZqXiGF4g,Great fish and chips!!,2017-09-30 22:39:11,0
_YBX0Fy9pI0ktOQ9RtFhAg,nzqx3NJ1Yf-1bugLNikSCg,Hours are incorrect on Yelp. They close at 3PM on Saturdays.,2016-07-30 20:44:04,0
9C_h-H1Z7Xz7dvbgsBrnSg,wuoYvojFNWuRrUO2UyM47Q,Slowest gas attendants ever,2011-08-07 23:43:48,0
q4twMHnYmRmKRxdVDYakbQ,u3Z7X2T7ssWO9qvMRNcsOA,Great place for breakfast!,2011-12-25 14:23:53,0
XJDLaoN1PerKw2woiKeepA,t0zwddmbOGQOADrAxEPHQQ,Come by for some Jelly Bean sours this weekend!,2018-03-31 20:57:38,0
VECuzTUvA3FvaqSUrdXIMg,TghRoAMx43V-9l7mH-SENg,Best Mahi fish tacos blackened I have ever had. Great atmosphere and cocktails.,2016-04-18 23:24:33,0
nZB33t0RFtq_jTxJJJ6wfA,RNzhLU8zy1L5dBkjRK4xEA,Best steak tartare ever,2010-11-28 23:09:49,0
dDlGamr9iLPdbfwDWvmbMw,wUZXm4KN2wIqlfkvXVZXUw,Drews Brews = yum!,2010-04-27 20:03:08,0
BrobnxoTkPml180NhXl6kw,zjLT8ELDYxxknQ9ZLrl6_w,Call ahead of time to make sure there isn't a wait.,2017-03-18 18:22:28,0
evVjF1TOaNwuUK7oY2k53w,5yjHCLzwHgjKNNHgAaUC8Q,"Jimmy the manager does what he is best at again, thanks to him this place is now my fav",2012-03-28 23:27:41,0
VgqlluOAE_wV8oT2tztc_A,5do_HLD3bwfYIJq0nOO-PA,Great wings. Awesome onion rings. Enjoyed it very much.,2016-04-19 18:18:59,0
Rr4cLb6Go91FT134o6RsKg,eMiN8nm70jjKg8izikVWDA,Mmm Yummy Crab Fries!,2011-10-16 23:43:10,0
2eC4qmjUNR7-LG8s6t4Ehg,JQXKCQPIeoxzy6x119X6mQ,Work lunch,2012-03-15 16:18:19,0
nVRi_VJJsYXclAuv5u4Eww,zLTzdEg985ZDjjNDqVShoA,Dont go inside cause it stinks of stale greasy carpet.  I guess just drive thru.,2017-07-09 03:09:24,0
g-jD73ukXg5c3IKpv_sTyw,HgPTy_OGoaxllb2EXkC1sQ,"Good peruvian place! For $10 a place, its worth evry bite",2013-05-23 16:34:31,0
nhXyjGOCfi-EW09bJqfAzQ,1Efad30BdOeqqjX2d6P4sw,You MUST have the popover breakfast!!,2015-05-23 13:33:04,1
fJhr0G2JBNkfqpbIwkEQHg,eJ77e9lGxY3ArzaoDbHhYw,"Good specials, nice menu",2013-02-16 21:34:37,0
quW07vsrJxccqBSzczjrpQ,HCqmx4ENAZ76SAjoalj-MQ,Bubba's Benedict is a great choice is you want a mountain of breakfast and also have time for a nap later.,2013-02-14 15:49:50,0
rSeQlwsBuWzKZYKac7r8Gw,UFCN0bYdHroPKu6KV5CJqg,Best lunch/ happy hour in downtown!!! Kenny rocks!,2016-08-01 20:50:52,0
5a7o8Z_jc1pabjavUjWyiQ,95d60_mjUg2kLy-bhDLC6w,Pizza with the Heberts!,2012-03-18 23:38:41,0
9qZVikoJoqfQK9SBSynAGA,l-rGtJt0E7PAklT0IK7oFQ,Great atmosphere... Live music... Excellent drinks.,2014-06-14 04:54:34,0
9XhCRgu_v7y-X2v4Av3HPA,fgnHM4VT-n1VjFL3YeBJsg,Ordered the pad Thai shrimp and it was good!,2017-08-29 17:12:23,0
2CCJdupLxjqxthneSuuScQ,tnJT4UUVsrrJQL7wfDe_lQ,Super Spicy Roll!,2010-12-24 16:53:36,0
nR9klq6eOdBuA_cSZW3HqQ,ot6Qu7MbA_D_b3FTVHoB9Q,Always good for a shoe bargain!,2011-04-06 22:15:02,0
ztPinMY7A5o4HteSMyBzdw,1lSj24GO6VMJ2uB6hW3pGA,"Average, nothing to write home about.",2017-03-17 21:35:00,0
BDOCu_rbF75vMK0stzxqkg,RiB0e4L-Gx3BJ5qlsa1ZIw,Great market! Beautiful location and easy parking. Visit this market!,2017-10-01 14:42:06,0
juigu8XxwzLAeikeBzULbg,DlOZoZZRLEOuh9FdAw1few,Using my coupon to save $$$$$$,2013-08-18 23:54:19,0
cogPv5baWhsR-_Dcw3-Taw,-Xld662dL8WxrwP--bclIQ,The yum yum roll is delicious!,2011-05-01 01:48:56,0
0YZAP4UFO4beJCWKoaYh8g,n4T7WmI1zynpjLu7OYAgPA,She is the absolute BEST!!! Always turn out perfect!!,2017-11-15 22:12:42,0
VwiYJN6BxqtW_zF8hefhmQ,wrgtmWOkq1FwnlSgl6QcJg,Drinks with Jess :),2011-10-12 23:17:47,0
xiDVj7FKvaFNosDVFqbobA,nwFyEhtZmtSkomYGkK0AAQ,The music in the bar is a bit loud!,2014-06-15 02:54:09,0
k8y8sNAXTl6XMzg5Qr61rg,mlaWsqU8jTwt-6m8v3RnAg,Buche du Noel. Yum.,2011-12-24 17:43:41,0
VWJ8PSz6Sg5_AlBvQyGvpw,PcX8zGIJ_XHTAQAcEOwhLw,"Nice resort, right by the powder white beach!",2013-06-14 22:54:16,0
wfi0T-xq_P5sKQvwQitlYg,i4Fbd8a3P2xLbK2lFo2HEg,Lots of great 100 anniversary specials on now!,2015-05-30 21:43:24,0
bZCidhCfi-qOrDO0HcL55Q,kQXoYN6LqCs1CElEFWj-bQ,College crowd dive bar scene. Friendly folks & lots of Irish eye candy ;) hahaha,2014-03-20 23:37:54,0
xU4GbT4VKMpyOxNJAuP3hQ,s2JiYzE7i68cXIV6YEcVTw,Fish and chips are very good.,2011-08-09 23:28:29,0
CEHLx_Plqb3rZ4Hpg-RSEQ,fiBEzPfn2VOZb-PjLcm7Ng,Good food and great beer. Great place for friends to get together and catch up.,2015-09-11 18:29:42,0
8ohYIH9wHjKdWc4yAROqBw,3w7NRntdQ9h0KwDsksIt5Q,Just in the nik before the mad hyper kids rush. The poor staff!,2013-03-09 19:23:16,0
wM7G2F5HKi62yvO-HM51zQ,3VvZpyRMg5p3nH2-iK3-Vg,Dessert menu - on a chalkboard above the bar :-) :-),2016-01-24 03:51:10,0
SgxD74-CkftmYxm2-KNKgg,o1PhBVppw2EtNw9pw_-pVQ,"Michelob on tap. No lie. And, a very fine burger. Like your mom used to make. Only better.",2013-06-01 19:39:39,0
2idS8cD2zvsLnV5A9IImGg,ihYtslFvge9B9KK1S_E8rw,Great good and service.,2013-12-21 00:53:02,0
vbTVyyBl88xVRlTQcBXTUA,jtri188kuhe_AuEOJ51U_A,"Many locations of Buffalo Wings & Rings open at 11:00 a.m., but Tennessee's inaugural location opens at 10:30 a.m. Monday through Saturday!!!",2016-11-16 16:25:06,0
bsNS8tvMDn9ntB8OP3rNsw,i1A9_CvPb0SZ_5nTddCEgA,"Great hoagies, great bread!  Cutlets....meh

My go to sandwich: A Cut Above Italian w/ oil/vinegar, l/t/o, hot peppers, sweet peppers, & pickles",2014-03-13 16:39:55,0
wnrHhjDpQk5uLUK7Iku75A,PGd06nrseC2YAIqP6S9gUA,delicious bloody Mary's!,2015-01-18 16:45:31,0
1t0xnNP5b_9EOhpL0uSFyA,2YyIIdwnYv5cApn1gZo_gw,Holiday party,2013-12-18 19:16:08,0
n11FfirC7txX9g28jZElvg,sZ6ZdSNinpgOfdq0k7fJiw,Some of the best Chinese food I've had in New Orleans. Wait time is rarely over 15 minutes. No delivery but the food makes up for it,2011-07-16 20:58:21,0
Ig2ttf1xX2Ihlm0nsykaTw,uZsStnH9w2xY15og9VsQZA,The staff is so nice sometimes you get hugs:),2013-05-24 18:52:05,0
QEpNF4Hag6_W9Stc-1Frvg,iBRcuymkhTk6mjC3Decs5g,Their Gluten Free section is in the back of the produce section in the specialty foods area.,2013-09-07 07:27:19,0
trf3Qcz8qvCDKXiTgjUcEg,Xk6GSFf8KGGZ3cyYijwRcw,Bangers and mash.  Just like last time.,2012-08-05 02:24:50,0
gHUJQESZY_UESjTxh0HpOw,-CRjqZ4GxZ6lIa_qMj7-yw,Solid late night Chinese take out,2017-03-18 03:43:34,0
8t8yfB6XsqO3BoQZj1CJDg,oRZ24FzN8-RucbIMOPpHww,"They are slow on service, it took 20 minutes for the server to approach on a very slow Thursday night.",2013-12-20 00:09:54,0
zYFGMy1_thjMnvQLX6JNBw,L2ppV5eK9krUkcQivDqr7Q,Not a bad seat in the place,2013-03-03 00:51:06,0
td7JrqJMybMZKKoa1h9Qsg,tV46IhCfHbsx_af-pMupiw,Very slow service. Order as soon as you come in.,2012-05-30 20:19:18,0
IlNN0372S7qPOMPLw5zbyA,zWkabha6AGOGGIcKMqACXg,Solid so so,2017-09-20 23:47:36,0
j9tEVrwdzlfHHJ-dz3dWrQ,Bj7DL3SwmYHZYqPduAsa2w,Like the surf and turf (better meat to bread ratio) and good fries,2012-04-02 20:11:35,0
hZ-ZtZ3bqZg6GhWepqj20g,sXaiyPC1fT6ESl-6t7eSXg,Hangover food,2011-10-23 17:07:04,0
H-PUXKcmpyva1V6qeeDpDA,Enf481q4AQpAK4uWiqoXbA,Go Pacers!!,2011-04-15 16:59:04,0
EomT2qmTWWUyl5bCjjoYkQ,LWbj99tJolTxhzIbXWQOaA,Lots of ppl but good,2015-01-25 17:39:09,0
ixmpL38zTJg7STt67tRTBg,J2zwx811y2qV8JEuvJvqew,Out of business !,2012-10-05 20:01:27,0
3-I7OhqGOOzcjPsP8ChJ2A,sl65fzIX32eg75sR6ShjtQ,"New ownership, $1.00 drafts all day, and very nice food....",2012-01-09 20:47:10,0
GhnqHTT1vKkLc0Z1rGsQ1A,ve0dqW6L0FOVVOlhop-p1g,Empty,2012-07-21 16:37:32,0
v6QXk92rkGkPG8acu-95Wg,Ucl9Vo5lwrUmYbV8Dv8X5g,Clean bathrooms. So let the beers flow!,2014-01-01 20:42:54,0
nXMMoDzXRByQiWH9cf-FAQ,Qw7tz-UkPrpXaVidWuab4Q,It's free first weekend if you have a Bank of America card!,2011-08-06 16:01:12,0
imhUgZdEXe-JLZT381S6-w,bp5Mk2d0qofUeF5uLauIbg,Everything on the menu is authentic!,2017-06-14 01:57:51,0
LkXNQQaIc5yrKu9Ap87RrA,ObkVEcYUuf3efg-0V_WYfQ,"Self serve onions, relish, mayo?  And FREE caramelized onions?  Yes!",2011-10-03 19:22:51,0
wdNTfRMdKZqpOo1G4YJGbA,vxLV9tci88Hsr1G01uleag,We've been eating out too much lately!,2011-08-13 22:32:28,0
x-8k5jzFftrIV83M98smmQ,uWLFplSCk3lI9rf84ZDwUw,"Good biscuits and sausage gravy, but you've got to ask for it because it isn't in the menu.",2014-04-04 14:27:21,0
t0t4XNPtitNdgJv9UbfJgQ,Y989Hsw30AYUMcyNjBz9iQ,Try the crispy duck confit!,2013-02-16 21:13:16,0
r4NVmZeL9UwaISRQYKMv0Q,isuOwjnrPrr1bRELgQM0aA,Just had the Korean short ribs . Yum.,2013-09-19 19:20:08,0
2GqQGWRmasX8qDuG7CDiWg,pTMi7h7JMtwSsijdx_BPDg,"Probably the best pizza in the area.
On Wednesday 4-8 the large round pies are half price",2017-06-22 12:04:47,0
wzX8UssOglKwSDx8qob8zA,yZwlpIhzVRxVdbIkuw9-VA,Open late and everything is yummy.,2015-09-10 05:31:03,0
WhjYxQIiAIZPkVqUqSBDbg,LG80KAbnjI3fICP99UE9RQ,"The people here are rude,",2017-06-23 23:03:51,0
jlN9luFsNZfZkxnM7cdLKQ,cv-SmPhbpwQCtlI2Q7KJIQ,Very good shanghai soup dumplings,2013-09-06 23:58:56,0
HQG3no8C5U31z-k1MaYCqQ,xSn2d1RTvK7e4KM0bI2NLg,Stale chips but the queso is oh so good...,2012-03-14 01:20:22,0
YrDbyRFyan6nx5aXb_N8Hg,fCDMLD21ypv1XZ_EyafCkQ,Delicious Vegetarian pressed Cuban sandwich!,2013-06-07 23:01:07,0
9r0RoGmf7211qmiLZsgYeg,WMkiheTT-8kRslImVLWMVw,"The all local beers is a def plus!
I had the garlic shrimp with garlic bread and my wife had the duck salad. The portions are decent and the duck was excellent, nice crispy but not burnt skin and the meat was perfect not overdone. My shrimp was good, a bit over seasoned, however not too much, nice size pieces and really good with the sauce. I would def go back, it's worth a look!",2013-06-20 23:50:52,0
5Si-3Rt03p8r7fGYd-1EVw,htO_nlxkEsYHzDrtbiUxew,Great coffee,2013-02-05 16:52:57,0
UlWDGR0QrBbdFsVY6ugocw,NhyPM2MS8WDfXb8ZT1hgfg,Red velvet!,2011-04-11 02:04:54,0
9M_nk0kA3CTJt6UoxRAK_g,oJf3IZloLf_PDeEeZW5nDg,Meatball sandwich,2018-03-27 17:48:35,0
EW3jDZFPhUEKPxPMhxLN8A,90pJu2O7fIEm_N31Fyue7A,They have mocktails.,2017-07-23 21:11:06,0
DGEpPdLiNNI7I6GrdFePKQ,ZVRqsjSYyrMNRXsdgsKXVg,"The best nail salon around, both in appearance and professionalism.",2015-06-21 19:38:45,0
NAaivzPy-1wVLWp9h5BAYg,gFApW0S59priCHlZbMPSiA,New place,2012-10-17 16:43:35,0
2eC4qmjUNR7-LG8s6t4Ehg,G6h-9AZro_Ni_4eRR9CkRw,Pizza spice!,2012-03-18 17:03:36,0
kRlC4Got8Uo9RHdEcWVMuA,zBpNvn_gH6T9KYTZCvqtxg,Save room for dessert. It is soooooo good. You definately don't want to miss out on trying it.,2016-05-23 00:33:04,0
vszWukp8rqteQNhS4RMKuw,_wfMydyx6Mlf5Uybg7XWNg,Take your woman with you. You don't want to get the wrong one.,2015-03-30 20:34:18,0
RkOdQL51_KAkxlGbIUIXIA,Lv1sMLqeXVn0CaZLIrewlw,Show up on time :),2014-03-23 12:53:39,0
xyad5PXaHTdKrdNClXbMqQ,SIoCIxjn4jLt2O-4DajWJw,Chicken sando comin' up.,2012-05-28 22:29:54,0
TD_5wqsgp5HrBoG6PWLehQ,DbKj1ZbIGTLUjprdDk4-3A,Eat everything lol,2014-06-20 18:08:53,0
0LY6l9-Z2IrVtnfj6OX06w,Zmwm6d872C8kWJr4b6UGfg,Great tasty food,2018-04-01 00:10:00,0
zoBajEyVA0z4IjbFsMJksg,WnZhGc722cszK_5imM4Qsw,Rawk!,2011-10-22 01:29:32,0
Ycb2MvdSCdRV_p8F7YGHEQ,n3sRn8jx0zT5ew4tjjrRBw,Great breakfast and lunch,2015-01-21 12:29:08,0
QVoOwjH06W-jYMjVh8hwIQ,SAQgO7Ij2cdnMp8VQKBffA,Try the Calamari!,2011-10-08 15:48:15,0
4Dy4PVb5lykv4N0kYiRhVA,HpmsY3JJ4gIuS8EiVHwMJw,"New Fall Menu is amazing! If at brunch Sat or Sun, you must try the Rabbit with a creamy polenta fresh micro greens and sauteed kale! Delish!",2017-11-18 21:11:26,0
P-YebwBHwvPL4kfU8xXhNA,dNR-b-CsrFGYhMo9zLMrCw,Yum.  Curry fried rice is great.  Big portions.  Warning.  You will get tired of rice for a few weeks.  Unless you are Asian lol.,2012-01-17 14:09:38,0
d1LU2oIXZ3QaU5fZ3Jp2HQ,8Kw4-lW3-ag4s2s9ELQzgQ,"Can't pay at the pump, but same price cash or charge.",2011-05-08 20:22:19,0
ooOdMu4BchfGH58mezhzGg,ADe114o7Z4vb1O6HkM6YEA,Grilled chicken plate with tzatziki sauce,2013-02-19 22:49:30,0
DnL9CT5gzpwyArhGaNQrjQ,2GgFrz1dQ6NzR29UIYQ8Xg,Cute little local owned coffee shop. Good coffee and delicious snacks.,2017-06-22 16:39:21,0
ojb3bh9erj8OsjImzZwf9w,vEdNsFx-ozYFNxR9XZQ5AA,Khole suggested the mac and cheese and it was amazing! Def will be back!,2017-05-13 00:39:20,0
fIvzTi_mk6yq7LTw8xiHSA,92HeuR3hbRwGopK5zmmuag,Docks for iPod charging and speakers,2010-02-26 23:38:02,0
39OQEezZysSJv735m66T-A,Xpue0uHw0dk7HdIXVjhdUA,Owner is really sweet and takes the time to explain the ingredients in each product and the effects of the plant.,2014-09-21 18:37:25,0
Up01JEJT09-gYC2QixklZQ,uQWhejZCTCeJheRXOAU8ig,"If you are not a member, you can still sign your child up for swim lessons during the summer",2017-06-28 15:40:13,0
RKULSOrIvvYpDmtuYXEXzA,3GCYUw_jbRVmKRPizwMAzw,....another frequented visit....been coming here since I moved to Havertown in1983.,2013-05-16 18:36:47,0
6s5whJLSvZFIF0Am4RyjUg,jiGj-UE_2I2-An5IFeNiqw,"Don't miss it, it sits back off the street a bit.",2013-05-31 23:35:54,0
iNZuWjfkYJb1GvyqghOj6w,sTI1emOwk2eJPw7ka_YPXQ,Great! Rachel was awesome.,2017-09-25 15:17:08,0
q4hQSVOCK-FfNfqPqiBh4g,aM3gFY8Eq2KJuvNBlGPJEA,Get a free tote for checking in with Yelp @ the Brentwood location!,2013-08-26 00:29:42,0
xaJ0JkoGdaSaWkKGMhc9pg,Mf1sUtl_KcQqfSUM-8iwfQ,Veg biryani was ok.chicken was bad. Neither were true biryanis. The rice had a horrible red dye,2010-12-24 03:36:12,0
UqVnFtX7ORbDhMW6Pd77Jw,Esf3-D_44pArPd9GqysoCg,The Duchess = combo of marzipan on cream on lemon/raspberry white cake that's moist and yummy (better than this sounds!). Worth the price.,2010-12-07 18:44:34,0
3vofzamIMkrS0PPf5aSmRQ,H5nMeiXJmLpBALeV8A-FeQ,Pineapple-basil is the best flavor,2011-08-04 04:24:32,0
YZJxCGJYGYR-IbazxS3Exw,BVNO7y66gBb82RwZVj74HQ,They have bathrooms in the restaurant.,2018-03-24 16:21:05,0
_sxfMOKphtb9S_4tq5qXQw,iFunuVzrg10UesZvMPCHHg,Great customer service on every visit,2016-12-09 23:52:17,0
ShzFe3RF8Kwl8vzhZ9LIAA,N3ZhDBulGhkuJnZ0ue109A,"It is now more of a restaurant then a bar. And I love that! Spanish style food and drink menu, salsa music playing in the background. Great atmosphere. Super clean. Friendly staff.Try the coconut mojitos (garnished with actual mini coconuts!) Or the Passion Fruit Margarita (yum!) New menu. Mainly Everything is Spanish style (rice and beans, tostones, maduros,etc). They have a larger dining area on the 2nd floor and an outdoor patio that's only accessible through the inside of the bar.",2014-09-10 05:29:00,0
pWcMk-CufDr7a9hpcd1fsg,TpUGMw7Lq9p5WT1t2qHD0A,Great food. Try the steak kabobs. Very yummy!,2015-01-19 05:10:21,0
xZgbvWE-fF0QEv3k8FwRuw,VHA-b1NH4tIZB_IVEf_pmA,Pokie rolls at the dessert bar!,2011-10-01 18:41:26,0
reXq5di2UzuqxYW8M5X_fQ,I2CxrvM0BGH1svfxqGGD2g,Went here by accident trying to get to a Bbq place down the street but Thursdays after 4pm are 2 for 1 beers so it was worth it. 4 yuenglings and $7.50 later we were happy and on our way to the bbq place. Cool server dude too,2012-07-27 00:18:31,0
D2IUOetOVfjAkmohD_hsKg,dtWFuvupLrMmPb09uy6wVw,"Dipping sauces are extra, but so worth it.",2013-05-31 15:08:10,0
2LYgLhhaZKDqjuGjCuiIIg,9-_C4cdXj0c1iWYf4RywkQ,"Call ahead, Pat's usually busy, but he's always on time for appointments.",2012-10-09 12:15:42,0
ezfjpyJ_XQO7aJp49T0aGg,qUH2FppY7RL96F5tXzA0hQ,"Nice service, good ambiance, delicious coffee and lavender blackberry scones!",2015-05-28 22:37:25,0
vj0uFCtrzTAp2yLeU9FfhA,q5dSzxE6grwCzu23_PlesA,Most authentic place in St. Louis,2017-03-10 01:44:00,0
TfeDrNQDWHL3aYm_OCmdWQ,dJfkfBbJz7wi0RgW-ph_Eg,"Nice atmosphere, delicious sushi and nice wait staff.",2018-03-27 20:04:48,0
Fg0RIeqM0-nccUwpc9BozQ,VjYncSxkftCGevMFDyMKlg,The chips are way too salty.,2015-06-21 01:35:17,0
H5Sl8mMEWrrh6oXgm2zIiQ,DUQ1j7zagtoXFhwutDwX9Q,"If it is past 3:00pm and you need a quick snack, give them a call. He may be cleaning up and able to let you grab a snack/drink",2016-01-18 19:41:29,0
zAMpV0uFt9XpqRDFNLWPrQ,P5yulkthm6nyunOLt-rEVg,free in between neck shaves,2016-04-19 19:59:53,0
JwulbBFNBMyinY6KAorrDw,X2VNoC43s7df58HHDCqMwg,Home made falafel! Yes pls!,2013-02-06 17:39:09,0
KqzgupvHOVfYQhefLBQxzg,yPOVNQu0iU6BR8RPIfIE3Q,Yum yum yum!,2012-08-01 13:42:12,0
J4ywgQmEehzaBl5F2DTmiA,Bb5YSi_C9p4Sp6eD4ZCSVQ,Cool little place with great pizza and service. The Sonoran pizza was excellent.,2016-04-24 16:03:32,0
3o-566iCnJNndaZdEOajmg,4r3Ck65DCG1T6gpWodPyrg,"Get the $2 ""additions"" to the cheese board- the quince alone is worth it!",2010-12-02 02:34:55,0
bOei0iogihBsoGwcBlEvmA,YpV0DniZQKnG6mWVVl-TSw,"Met one of the owners, awesome vibe in the place",2012-10-19 00:24:07,0
56idZ-GGAljEJSvBlGpawA,ThdleGpP0WTS5iRTMxpONw,Pedicure with a quick foot- leg massage included,2012-07-28 20:01:26,0
gRGalHVu6BcaUDIAGVW_xQ,Im203DgoWCdkAx1qEY7DgA,Chicago style awesomeness.,2011-07-14 23:14:40,0
zfD3xhVNkGJs-AOOSslqtQ,3gU3-Js8UlmKmKI-PhSLog,"They are doing construction in the office now, so looks a little different than normal.",2015-10-04 18:29:40,0
irIWWqUSS06qYH8kSrGqrg,BcWx80K4i0LjIkH40o_Kkg,Love it there been going for years.  Chelsea is the BEST! !!!,2015-01-21 03:47:26,0
PydnNXXz8MmWfYredcwbow,R2sUttu6kl5on4k1khkDqg,I'm always in and out!,2014-01-02 20:07:23,0
-G7Zkl1wIWBBmD0KRy_sCw,nTkJq7iDAcPyoe2zP5NhyA,Friday drink with friends.,2015-12-19 01:10:58,0
